,Unnamed: 0_x,PLAYER,TEAM,GP_x,MPG_x,OFF_x,ORPG_x,DEF_x,DRPG_x,REB_x,RPG_x,RP40_x,GP_y,MPG_y,OFF_y,ORPG_y,DEF_y,DRPG_y,REB_y,RPG_y,RP40_y,GP_x.1,PPG_x,FGM_x,FGA_x,FGM_x.1,FGA_x.1,FG%_x,2PM_x,2PA_x,2P%_x,PPS_x,FG%_x.1,GP_y.1,PPG_y,FGM_y,FGA_y,FGM_y.1,FGA_y.1,FG%_y,2PM_y,2PA_y,2P%_y,PPS_y,FG%_y.1,GP_x.2,PPG_x.1,FTM_x,FTA_x,FTM_x.1,FTA_x.1,FT%_x,GP_y.2,PPG_y.1,FTM_y,FTA_y,FTM_y.1,FTA_y.1,FT%_y,GP_x.3,PPG_x.2,3PM_x,3PA_x,3PM_x.1,3PA_x.1,3P%_x,2PM_x.1,2PA_x.1,2P%_x.1,PPS_x.1,FG%_x.2,GP_y.3,PPG_y.2,3PM_y,3PA_y,3PM_y.1,3PA_y.1,3P%_y,2PM_y.1,2PA_y.1,2P%_y.1,PPS_y.1,FG%_y.2,GP_x.4,MPG_x.1,AST_x,APG_x,TO_x,TOPG_x,AP40M_x,AST/TO_x,GP_y.4,MPG_y.1,AST_y,APG_y,TO_y,TOPG_y,AP40M_y,AST/TO_y,GP_x.5,MPG_x.2,STL_x,STPG_x,STP40M_x,TO_x.1,TOPG_x.1,PF_x,ST/TO_x,ST/PF_x,GP_y.5,MPG_y.2,STL_y,STPG_y,STP40M_y,TO_y.1,TOPG_y.1,PF_y,ST/TO_y,ST/PF_y,GP_x.6,MPG_x.3,BLK_x,PF_x.1,BLKPG_x,BLKP40M_x,BLK/PF_x,GP_y.6,MPG_y.3,BLK_y,PF_y.1,BLKPG_y,BLKP40M_y,BLK/PF_y,GP_x.7,MPG_x.4,PTS_x,FGM-FGA_x,FG%_x.3,3PM-3PA_x,3P%_x.1,FTM-FTA_x,FT%_x.1,GP_y.7,MPG_y.4,PTS_y,FGM-FGA_y,FG%_y.3,3PM-3PA_y,3P%_y.1,FTM-FTA_y,FT%_y.1,GP_x.8,MPG_x.5,PTS_x.1,FGM-FGA_x.1,FG%_x.4,3PM-3PA_x.1,3P%_x.2,FTM-FTA_x.1,FT%_x.2,GP_y.8,MPG_y.5,PTS_y.1,FGM-FGA_y.1,FG%_y.4,3PM-3PA_y.1,3P%_y.2,FTM-FTA_y.1,FT%_y.2,Unnamed: 0_y,Team,Salary,Position,Season,Percentile
730,730,Josh Hart,VILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,10.4,1.5,3,51,109,0.468,69,124,0.556,1.52,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,33.2,18.9,6.6-13.1,0.508,2.1-5.2,0.407,3.5-4.6,0.753,6,30.5,90,36-68,0.529,17-May,0.294,13-16,0.813,34,33.2,643,226-445,0.508,72-177,0.407,119-158,0.753,6136,Los Angeles Lakers,1394520, SG,2017-2018,0.254859611
167,167,Josh Howard,WAKE,2,33,5,2.5,16,8,21,10.5,12.7,29,32.3,97,3.3,139,4.8,236,8.1,10.1,,,,,,,,,,,,,,,,,,,,,,,,,2,13,5,5,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,5,2.5,3.03,9,4.5,6,0.56,0.83,29,32.3,59,2.03,2.52,73,2.52,83,0.81,0.71,2,33,6,6,3,3.64,1,29,32.3,42,83,1.45,1.79,0.51,,,,,,,,,,29,32.3,20,6.8-14.0,0.482,1.8-4.7,0.393,4.7-5.7,0.823,,,,,,,,,,29,32.3,580,196-407,0.482,53-135,0.393,135-164,0.823,864,Dallas Mavericks,923880, SF,2005-2006,0.2025
346,346,Josh Huestis,STAN,,,,,,,,,,33,35,84,2.5,191,5.8,275,8.3,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,37.3,9,8,3,3.21,1.13,33,35,60,68,1.82,2.08,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224,Oklahoma City Thunder,1140240, F,2015-2016,0.242494226
168,168,Josh Jackson,KU,4,31.3,8,2,26,6.5,34,8.5,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,31.3,65,26-49,0.531,13-May,0.385,12-Aug,0.667,,,,,,,,,,5981,Phoenix Suns,5090040, SF,2017-2018,0.589632829
492,492,Josh Jackson,COFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9,4,6.9,111,193,0.575,111,193,0.575,1.31,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5981,Phoenix Suns,5090040, SF,2017-2018,0.589632829
169,169,Josh McRoberts,DUKE,3,32.7,7,2.3,20,6.7,27,9,11,32,35.1,63,2,185,5.8,248,7.8,8.8,3,10.3,3.3,6,10,18,0.556,10,15,0.667,1.72,0.556,33,8.5,3.2,5.2,105,172,0.61,100,162,0.617,1.63,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,4,4,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32.7,7,7,2.33,2.86,1,32,35.1,77,83,2.41,2.74,0.93,1,40,22,7.0-14.0,0.5,0.0-0.0,0,8.0-11.0,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,Dallas Mavericks,427163, PF,2006-2007,0.06763285
170,170,Josh Powell,NCST,1,42,4,4,5,5,9,9,8.6,,,,,,,,,,1,17,6,11,6,11,0.545,6,10,0.6,1.55,0.545,30,12.3,4.6,8,138,241,0.573,129,218,0.592,1.53,0.591,2,5,2,2.5,4,5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,4,3,4,3.81,1.33,,,,,,,,1,42,17,6.0-11.0,0.545,0.0-1.0,0,5.0-8.0,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704,LA Clippers,800000, PF,2007-2008,0.174641148
428,428,Josh Richardson,TENN,,,,,,,,,,,,,,,,,,,4,19.3,7.3,11.8,29,47,0.617,25,32,0.781,1.64,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,36.3,67,2.09,2.31,85,2.66,79,0.79,0.85,,,,,,,,,,,,,,,4,34,19.3,7.3-11.8,0.617,1.0-3.8,0.267,3.8-5.0,0.75,,,,,,,,,,4,34,77,29-47,0.617,15-Apr,0.267,15-20,0.75,,,,,,,,,,5914,Miami Heat,9367200, SG,2017-2018,0.734341253
766,766,Jrue Holiday,UCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32.5,13,6.5,6,3,8,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2473,Philadelphia 76ers,1514280, PG,2009-2010,0.311904762
573,573,Juan Dixon,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25.8,4.8,5.5,29,33,0.879,30,19.3,3.7,4.1,112,124,0.903,6,25.8,3.7,7,22,43,0.512,30,53,0.566,1.61,0.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,36.5,12,2,2.19,16,2.67,11,0.75,1.09,30,33,80,2.67,3.23,73,2.43,61,1.1,1.31,,,,,,,,,,,,,,,6,36.5,25.8,8.7-16.0,0.542,3.7-7.2,0.512,4.8-5.5,0.879,30,33,19.3,6.6-14.6,0.453,2.3-6.3,0.37,3.7-4.1,0.903,6,36.5,155,52-96,0.542,22-43,0.512,29-33,0.879,30,33,580,199-439,0.453,70-189,0.37,112-124,0.903,753,Portland Trail Blazers,2500000, SG,2005-2006,0.48
171,171,Julian Wright,KU,4,29,9,2.3,18,4.5,27,6.8,9.3,34,27.4,87,2.6,184,5.4,271,8,11.6,4,11.5,4.8,9.3,19,37,0.514,19,36,0.528,1.24,0.514,34,12.1,5,9.1,171,309,0.553,168,297,0.566,1.33,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29,9,2.25,3.1,7,1.75,11,1.29,0.82,,,,,,,,,,,,,,,,,,34,27.4,49,83,1.44,2.1,0.59,,,,,,,,,,,,,,,,,,,4,29,46,19-37,0.514,0-1,0,15-Aug,0.533,,,,,,,,,,1630,New Orleans Hornets,1739160, SF,2007-2008,0.351674641
172,172,Julius Hodge,NCST,2,37.5,3,1.5,13,6.5,16,8,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16.7,5.3,6.3,16,19,0.842,29,18.6,5.3,6.4,154,186,0.828,,,,,,,,,,,,,,,,,,,,,,,,,3,38.3,20,6.7,7,2.3,7,2.86,31,34.3,142,4.6,82,2.6,5.3,1.73,3,38.3,6,2,2.09,7,2.33,6,0.86,1,,,,,,,,,,,1,43,3,3,3,2.79,1,,,,,,,,3,38.3,16.7,5.7-12.7,0.447,0.0-1.7,0,5.3-6.3,0.842,31,34.3,17,5.8-11.7,0.497,0.5-1.6,0.28,4.9-7.5,0.654,3,38.3,50,17-38,0.447,0-5,0,16-19,0.842,31,34.3,527,180-362,0.497,14-50,0.28,153-234,0.654,830,Denver Nuggets,1148760, SG,2005-2006,0.2875
173,173,Julius Randle,UK,6,32.2,21,3.5,38,6.3,59,9.8,12.2,34,30.6,119,3.5,239,7,358,10.5,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,32.2,89,32-65,0.492,0-4,0,25-35,0.714,,,,,,,,,,4668,Los Angeles Lakers,2997360, PF,2014-2015,0.524137931
174,174,Julyan Stone,UTEP,1,33,2,2,7,7,9,9,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,1,2,0.5,1,3,0.333,1,0.5,,,,,,,,,,,,,6,35.7,45,7.5,15,2.5,8.4,3,34,36.6,183,5.4,63,1.9,5.9,2.9,1,37,2,2,2.16,3,3,2,0.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100,Charlotte Hornets,1656092, G,2017-2018,0.332613391
698,698,Justin Anderson,UVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,2,4,6,11,0.545,8,19,0.421,1.9,0.567,24,12.3,1.9,4,46,98,0.469,51,110,0.464,1.41,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32.3,9,6,3,3.71,1.5,,,,,,,,3,32.3,19,4.7-10.0,0.467,2.0-3.7,0.545,7.7-9.0,0.852,,,,,,,,,,3,32.3,57,14-30,0.467,11-Jun,0.545,23-27,0.852,,,,,,,,,,5189,Dallas Mavericks,1449000, SG,2015-2016,0.323325635
175,175,Justin Hamilton,LSU,1,30,4,4,5,5,9,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,9,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,21,6.0-10.0,0.6,0.0-0.0,0,9.0-9.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4447,Charlotte Bobcats,98036, C,2013-2014,0.036363636
429,429,Justin Hamilton,FLA,,,,,,,,,,,,,,,,,,,2,11.5,4.5,7,9,14,0.643,6,8,0.75,1.64,0.75,31,7.8,3,5.3,92,165,0.558,70,109,0.642,1.47,0.624,,,,,,,,,,,,,,,2,11.5,1.5,3,3,6,0.5,6,8,0.75,1.64,0.75,,,,,,,,,,,,,1,45,6,6,4,4,5.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4447,Charlotte Bobcats,98036, C,2013-2014,0.036363636
731,731,Justin Harper,RICH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,17.9,2.1,5,73,157,0.465,150,254,0.591,1.48,0.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36,18,7.3-16.0,0.458,1.3-5.0,0.267,2.0-2.0,1,34,31.5,17.9,6.6-12.1,0.543,2.1-4.6,0.465,2.6-3.3,0.786,3,36,54,22-48,0.458,15-Apr,0.267,6-Jun,1,34,31.5,607,223-411,0.543,73-157,0.465,88-112,0.786,3976,Philadelphia 76ers,762195, PF,2012-2013,0.188323917
699,699,Justin Holiday,WASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,1.7,3,5,8,0.625,6,17,0.353,1.08,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27.3,8,2.67,3.9,1,0.33,9,8,0.89,,,,,,,,,,,3,27.3,6,9,2,2.93,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4067,Philadelphia 76ers,47360, SF,2012-2013,0.016949153
176,176,Justin Jackson,CIN,1,37,6,6,5,5,11,11,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16.3,6,13,2,4.9,0.46,33,27.5,95,101,2.88,4.19,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6068,Sacramento Kings,2365560, SF,2017-2018,0.401727862
700,700,Justin Jackson,UNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,1.7,2,5,7,0.714,12,25,0.48,1.41,0.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,34.5,19.5,6.8-15.7,0.436,2.5-7.5,0.333,3.3-4.3,0.769,34,31.6,18.1,6.6-14.8,0.444,2.6-7.0,0.377,2.3-3.1,0.743,6,34.5,117,41-94,0.436,15-45,0.333,20-26,0.769,34,31.6,614,223-502,0.444,90-239,0.377,78-105,0.743,6068,Sacramento Kings,2365560, SF,2017-2018,0.401727862
493,493,Justin Patton,CREI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,13.1,5.8,8.4,197,284,0.694,189,270,0.7,1.57,0.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6075,Minnesota Timberwolves,2247480, C,2017-2018,0.386609071
347,347,Justin Reed,MISS,,,,,,,,,,28,33.5,77,2.8,132,4.7,209,7.5,8.9,1,14,6,11,6,11,0.545,6,11,0.545,1.27,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,1,4,1,2,0.25,,,,,,,,,,,,,,,,,28,33.5,18.5,6.9-14.9,0.464,0.5-2.1,0.237,4.2-5.7,0.731,,,,,,,,,,28,33.5,517,193-416,0.464,14-59,0.237,117-160,0.731,1228,Minnesota Timberwolves,1529873, SF,2006-2007,0.316425121
348,348,Justin Williams,WYO,,,,,,,,,,30,30,120,4,209,7,329,11,14.6,,,,,,,,,,,,,28,8.9,3.5,6.1,97,170,0.571,97,170,0.571,1.46,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,163,93,5.43,7.24,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,Sacramento Kings,252486, PF,2006-2007,0.02173913
812,812,Justin Williams,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,24.6,50,1.85,3.01,47,1.74,78,1.06,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,Sacramento Kings,252486, PF,2006-2007,0.02173913
177,177,Justise Winslow,DUKE,6,31.3,6,1,50,8.3,56,9.3,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14.3,1.3,2,8,14,0.571,20,41,0.488,1.56,0.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31.3,10,16,1.67,2.13,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,6,31.3,86,28-55,0.509,14-Aug,0.571,22-29,0.759,,,,,,,,,,5129,Miami Heat,2481720, SF,2015-2016,0.461893764
574,574,Kalin Lucas,MSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14.3,4.5,5.3,27,32,0.844,,,,,,,,2,14.5,1.5,3,3,6,0.5,5,9,0.556,1.93,0.633,,,,,,,,,,,,,6,32.2,34,5.7,18,3,7,1.89,32,31.9,142,4.4,66,2.1,5.6,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33.3,17.2,5.8-13.3,0.433,1.5-4.0,0.386,4.1-5.0,0.824,6,32.2,86,26-64,0.406,17-Jul,0.412,27-32,0.844,33,33.3,567,190-439,0.433,51-132,0.386,136-165,0.824,4857,Memphis Grizzlies,486446, G,2014-2015,0.089655172
575,575,Kareem Rush,MIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17.3,4,5,16,20,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30.5,14,3.5,14,3.5,4.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30.5,17.3,5.5-13.0,0.423,2.3-7.3,0.31,4.0-5.0,0.8,32,32,20.1,7.1-16.7,0.426,3.2-7.7,0.416,2.7-3.5,0.761,4,30.5,69,22-52,0.423,29-Sep,0.31,16-20,0.8,32,32,642,227-533,0.426,102-245,0.416,86-113,0.761,726,Charlotte Bobcats,3000000, SG,2005-2006,0.5475
430,430,Karl-Anthony Towns,UK,,,,,,,,,,,,,,,,,,,5,14.2,5.4,8.6,27,43,0.628,27,43,0.628,1.65,0.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,23.4,8,16,1.6,2.74,0.5,34,20.7,80,99,2.35,4.54,0.81,,,,,,,,,,,,,,,,,,,5,23.4,71,27-43,0.628,0-0,0,17-21,0.81,,,,,,,,,,4994,Minnesota Timberwolves,5703600, C,2015-2016,0.773672055
179,179,Kasib Powell,TTU,5,39.6,10,2,24,4.8,34,6.8,6.9,,,,,,,,,,5,15.6,5.8,9.8,29,49,0.592,29,49,0.592,1.59,0.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,39.6,18,3.6,12,2.4,3.6,1.5,30,35,133,4.4,43,1.4,5.1,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,19,8.0-20.0,0.4,0.0-0.0,0,3.0-4.0,0.75,,,,,,,,,,5,39.6,78,29-49,0.592,0-0,0,20-30,0.667,,,,,,,,,,1773,Miami Heat,36395, SF,2007-2008,0.009569378
180,180,Kawhi Leonard,SDSU,3,37,3,1,25,8.3,28,9.3,10.1,33,32.2,108,3.3,244,7.4,352,10.7,13.3,,,,,,,,,,,,,,,,,,,,,,,,,3,16.3,2.3,2.7,7,8,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,2,2,2.42,2,2,3,1,0.67,,,,,,,,,,,1,33,3,3,3,3.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,37,49,19-40,0.475,10-Apr,0.4,8-Jul,0.875,,,,,,,,,,3334,San Antonio Spurs,1809840, SF,2011-2012,0.427125506
431,431,Kay Felder,OAK,,,,,,,,,,,,,,,,,,,1,37,13,22,13,22,0.591,10,14,0.714,1.68,0.659,,,,,,,,,,,,,3,26.7,6.7,7.7,20,23,0.87,32,24.2,6.8,8.1,219,259,0.846,,,,,,,,,,,,,,,,,,,,,,,,,3,36.7,28,9.3,10,3.3,10.2,2.8,32,38.5,241,7.5,133,4.2,7.8,1.81,,,,,,,,,,,32,38.5,64,2,2.08,133,4.16,80,0.48,0.8,,,,,,,,,,,,,,,3,36.7,26.7,8.7-19.3,0.448,2.7-7.3,0.364,6.7-7.7,0.87,32,38.5,17.5,5.3-12.9,0.413,1.4-4.1,0.336,5.5-6.7,0.827,3,36.7,80,26-58,0.448,22-Aug,0.364,20-23,0.87,32,38.5,561,170-412,0.413,44-131,0.336,177-214,0.827,5731,Cleveland Cavaliers,543471, G,2016-2017,0.12987013
701,701,Keith Appling,MSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,3,6,3,6,0.5,0,1,0,1.29,0.643,,,,,,,,,,,,,,,,,,,,,31,32,144,4.6,65,2.1,5.8,2.22,,,,,,,,,,,,,,,,,,,,,1,29,2,1,2,2.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4847,Orlando Magic,507336, PG,2014-2015,0.112643678
181,181,Keith Benson,OAK,1,40,3,3,6,6,9,9,9,34,32.2,91,2.7,252,7.4,343,10.1,12.5,,,,,,,,,,,,,34,18,6.6,12,225,407,0.553,216,385,0.561,1.51,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,3,3,3,1,1,3,3,1,,,,,,,,,,,1,39,3,4,3,3.08,0.75,34,32.2,124,104,3.65,4.53,1.19,2,28.5,18,6.5-12.5,0.52,0.0-0.0,0,5.0-7.0,0.714,34,32.2,18,6.6-12.0,0.553,0.3-0.6,0.409,4.5-7.0,0.647,,,,,,,,,,34,32.2,613,225-407,0.553,22-Sep,0.409,154-238,0.647,6193,Miami Heat,874636, PF,2017-2018,0.13174946
576,576,Keith Bogans,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12.8,2.3,3,9,12,0.75,,,,,,,,3,18.3,2.7,6,8,17,0.471,9,17,0.529,1.62,0.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,28.3,18.3,5.7-11.3,0.5,2.7-5.7,0.471,4.3-6.0,0.722,,,,,,,,,,4,25.5,51,17-42,0.405,21-Aug,0.381,12-Sep,0.75,32,30.2,513,177-383,0.462,72-188,0.383,87-118,0.737,875,Charlotte Bobcats,869373, SG,2005-2006,0.175
432,432,Keith Langford,KU,,,,,,,,,,,,,,,,,,,5,10.8,3,5,15,25,0.6,15,21,0.714,2.16,0.6,,,,,,,,,,,,,1,6,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,31,8,2,2.58,7,1.75,10,1.14,0.8,,,,,,,,,,,,,,,,,,,,,,,,,6,33.5,18.2,7.7-14.5,0.529,0.0-1.8,0,2.8-4.5,0.63,,,,,,,,,,6,33.5,109,46-87,0.529,0-11,0,17-27,0.63,,,,,,,,,,1752,San Antonio Spurs,278912, SG,2007-2008,0.059808612
433,433,Keith McLeod,BGSU,,,,,,,,,,,,,,,,,,,1,23,8,13,8,13,0.615,5,8,0.625,1.77,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,3,5,3,5,0.6,5,8,0.625,1.77,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,33.7,64,2,2.38,95,2.97,84,0.67,0.76,,,,,,,,,,,,,,,1,32,23,8.0-13.0,0.615,3.0-5.0,0.6,4.0-7.0,0.571,32,33.7,22.9,6.8-15.1,0.447,2.7-6.6,0.408,6.7-8.2,0.814,,,,,,,,,,32,33.7,732,216-483,0.447,86-211,0.408,214-263,0.814,837,Utah Jazz,1125000, PG,2005-2006,0.27
434,434,Kelenna Azubuike,UK,,,,,,,,,,,,,,,,,,,2,13,5,8.5,10,17,0.588,8,12,0.667,1.53,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13.3,1.3,3,5,10,0.5,11,22,0.5,1.66,0.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34.5,4,5,2,2.32,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,4,30.8,53,16-32,0.5,10-May,0.5,16-22,0.727,,,,,,,,,,1349,Golden State Warriors,259770, SF,2006-2007,0.024154589
182,182,Kelly Olynyk,GONZ,2,37,8,4,11,5.5,19,9.5,10.3,,,,,,,,,,,,,,,,,,,,,,30,17.5,6.6,10.2,199,305,0.652,190,279,0.681,1.72,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,23.5,8.0-18.5,0.432,0.0-2.0,0,7.5-10.5,0.714,30,25.7,17.5,6.6-10.2,0.652,0.3-0.9,0.346,3.9-5.0,0.785,2,37,47,16-37,0.432,0-4,0,15-21,0.714,30,25.7,524,199-305,0.652,26-Sep,0.346,117-149,0.785,4307,Boston Celtics,1986360, PF,2013-2014,0.4
