Team,Salary,Player,Position,Season,Percentile
San Antonio Spurs,21461010,LaMarcus Aldridge, PF,2017-2018,0.939524838
Indiana Pacers,21000000,Victor Oladipo, SG,2017-2018,0.937365011
LA Clippers,20559599,Danilo Gallinari, SF,2017-2018,0.935205184
Houston Rockets,19578455,Ryan Anderson, PF,2017-2018,0.933045356
Oklahoma City Thunder,19508958,Paul George, SF,2017-2018,0.930885529
Minnesota Timberwolves,19301070,Jimmy Butler, SG,2017-2018,0.928725702
Toronto Raptors,31200000,Kyle Lowry, PG,2017-2018,0.926565875
Miami Heat,19245370,Tyler Johnson, SG,2017-2018,0.924406048
Boston Celtics,29727900,Gordon Hayward, SF,2017-2018,0.92224622
Memphis Grizzlies,28530608,Mike Conley, PG,2017-2018,0.920086393
Oklahoma City Thunder,28530608,Russell Westbrook, PG,2017-2018,0.917926566
Houston Rockets,28299399,James Harden, PG,2017-2018,0.915766739
Toronto Raptors,27739975,DeMar DeRozan, SG,2017-2018,0.913606911
Washington Wizards,19169800,John Wall, PG,2017-2018,0.911447084
Minnesota Timberwolves,19000000,Jeff Teague, PG,2017-2018,0.909287257
Sacramento Kings,19000000,George Hill, PG,2017-2018,0.90712743
San Antonio Spurs,18868626,Kawhi Leonard, SF,2017-2018,0.904967603
Boston Celtics,18868626,Kyrie Irving, PG,2017-2018,0.902807775
New York Knicks,18622514,Enes Kanter, C,2017-2018,0.900647948
New York Knicks,18530000,Joakim Noah, C,2017-2018,0.898488121
Brooklyn Nets,18500000,Allen Crabbe, SG,2017-2018,0.896328294
Miami Heat,18109175,Goran Dragic, PG,2017-2018,0.894168467
Atlanta Hawks,18089887,Kent Bazemore, SG,2017-2018,0.892008639
New Orleans Pelicans,18063850,DeMarcus Cousins, C,2017-2018,0.889848812
Dallas Mavericks,17884176,Wesley Matthews, SG,2017-2018,0.887688985
Golden State Warriors,17826150,Klay Thompson, SG,2017-2018,0.885529158
Los Angeles Lakers,17745894,Kentavious Caldwell-Pope, SG,2017-2018,0.88336933
Golden State Warriors,17469565,Draymond Green, PF,2017-2018,0.881209503
Cleveland Cavaliers,17469565,Tristan Thompson, C,2017-2018,0.879049676
New York Knicks,17325000,Tim Hardaway Jr., G,2017-2018,0.876889849
Los Angeles Lakers,17190000,Luol Deng, SF,2017-2018,0.874730022
Portland Trail Blazers,17131148,Evan Turner, SG,2017-2018,0.872570194
Detroit Pistons,17043478,Reggie Jackson, PG,2017-2018,0.870410367
Orlando Magic,17000000,Bismack Biyombo, C,2017-2018,0.86825054
Orlando Magic,17000000,Evan Fournier, SG,2017-2018,0.866090713
Toronto Raptors,16539326,Jonas Valanciunas, C,2017-2018,0.863930886
San Antonio Spurs,16000000,Pau Gasol, C,2017-2018,0.861771058
LA Clippers,16000000,Tobias Harris, SF,2017-2018,0.859611231
Washington Wizards,15944154,Ian Mahinmi, C,2017-2018,0.857451404
Atlanta Hawks,15500000,Dennis Schroder, PG,2017-2018,0.855291577
San Antonio Spurs,15453126,Tony Parker, PG,2017-2018,0.853131749
Brooklyn Nets,15400000,DeMarre Carroll, SF,2017-2018,0.850971922
Phoenix Suns,15000000,Eric Bledsoe, PG,2017-2018,0.848812095
Golden State Warriors,14814815,Andre Iguodala, SG,2017-2018,0.846652268
Cleveland Cavaliers,14720000,JR Smith, SG,2017-2018,0.844492441
Miami Heat,14651700,James Johnson, PF,2017-2018,0.842332613
Chicago Bulls,14357750,Robin Lopez, C,2017-2018,0.840172786
Utah Jazz,14275000,Ricky Rubio, PG,2017-2018,0.838012959
Utah Jazz,14136364,Joe Ingles, SF,2017-2018,0.835853132
Minnesota Timberwolves,14112360,Gorgui Dieng, C,2017-2018,0.833693305
Charlotte Hornets,14087500,Marvin Williams, PF,2017-2018,0.831533477
Denver Nuggets,14041096,Mason Plumlee, PF,2017-2018,0.82937365
Minnesota Timberwolves,14000000,Taj Gibson, PF,2017-2018,0.827213823
Charlotte Hornets,12000000,Kemba Walker, PG,2017-2018,0.825053996
Utah Jazz,12000000,Derrick Favors, PF,2017-2018,0.822894168
Miami Heat,11550000,Dion Waiters, SG,2017-2018,0.820734341
Milwaukee Bucks,11327466,John Henson, F,2017-2018,0.818574514
Chicago Bulls,11286516,Omer Asik, C,2017-2018,0.816414687
Indiana Pacers,11227000,Monta Ellis, SG,2017-2018,0.81425486
Utah Jazz,10845506,Alec Burks, SG,2017-2018,0.812095032
San Antonio Spurs,10714286,Patty Mills, PG,2017-2018,0.809935205
Milwaukee Bucks,10607143,Tony Snell, SG,2017-2018,0.807775378
Orlando Magic,10500000,Terrence Ross, SG,2017-2018,0.805615551
Milwaukee Bucks,10500000,Mirza Teletovic, PF,2017-2018,0.803455724
Indiana Pacers,10500000,Bojan Bogdanovic, SF,2017-2018,0.801295896
Philadelphia 76ers,10464092,Robert Covington, SF,2017-2018,0.799136069
Cleveland Cavaliers,10337079,Iman Shumpert, SG,2017-2018,0.796976242
Portland Trail Blazers,10162922,Maurice Harkless, SF,2017-2018,0.794816415
Detroit Pistons,10002681,Jon Leuer, PF,2017-2018,0.792656587
San Antonio Spurs,10000000,Danny Green, SG,2017-2018,0.79049676
Phoenix Suns,10000000,Jared Dudley, SF,2017-2018,0.788336933
Indiana Pacers,10000000,Al Jefferson, C,2017-2018,0.786177106
Portland Trail Blazers,9904495,Meyers Leonard, PF,2017-2018,0.784017279
Milwaukee Bucks,9607500,Matthew Dellavedova, PG,2017-2018,0.781857451
Indiana Pacers,13964045,Thaddeus Young, PF,2017-2018,0.779697624
Houston Rockets,13618750,Brandon Knight, PG,2017-2018,0.777537797
Charlotte Hornets,13528090,Cody Zeller, C,2017-2018,0.77537797
Charlotte Hornets,13000000,Michael Kidd-Gilchrist, SF,2017-2018,0.773218143
Phoenix Suns,13000000,Tyson Chandler, C,2017-2018,0.771058315
Houston Rockets,12943020,Eric Gordon, SG,2017-2018,0.768898488
Denver Nuggets,12921348,Kenneth Faried, PF,2017-2018,0.766738661
Washington Wizards,12782609,Marcin Gortat, C,2017-2018,0.764578834
Orlando Magic,12750000,Nikola Vucevic, C,2017-2018,0.762419006
LA Clippers,12650000,Austin Rivers, PG,2017-2018,0.760259179
Miami Heat,12537527,Kelly Olynyk, PF,2017-2018,0.758099352
Brooklyn Nets,12516746,Jeremy Lin, PG,2017-2018,0.755939525
Los Angeles Lakers,12500000,Jordan Clarkson, PG,2017-2018,0.753779698
Atlanta Hawks,12500000,Miles Plumlee, C,2017-2018,0.75161987
Sacramento Kings,12307692,Zach Randolph, PF,2017-2018,0.749460043
New York Knicks,12253780,Courtney Lee, SG,2017-2018,0.747300216
New Orleans Pelicans,12236535,Solomon Hill, SF,2017-2018,0.745140389
Minnesota Timberwolves,12100000,Nikola Pekovic, C,2017-2018,0.742980562
Denver Nuggets,12016854,Wilson Chandler, SF,2017-2018,0.740820734
Sacramento Kings,9412280,Bogdan Bogdanovic, SG,2017-2018,0.738660907
Toronto Raptors,9367200,Norman Powell, SF,2017-2018,0.73650108
Miami Heat,9367200,Josh Richardson, SG,2017-2018,0.734341253
Oklahoma City Thunder,9259260,Andre Roberson, SG,2017-2018,0.732181425
Dallas Mavericks,9003125,Dwight Powell, PF,2017-2018,0.730021598
Philadelphia 76ers,9000000,Gerald Henderson, SG,2017-2018,0.727861771
LA Clippers,8808989,Avery Bradley, SG,2017-2018,0.725701944
Washington Wizards,8600000,Markieff Morris, PF,2017-2018,0.723542117
Philadelphia 76ers,8575916,Jerryd Bayless, PG,2017-2018,0.721382289
Memphis Grizzlies,8533333,JaMychal Green, PF,2017-2018,0.719222462
Chicago Bulls,8470980,Cristiano Felicio, PF,2017-2018,0.717062635
New Orleans Pelicans,8445024,E'Twaun Moore, G,2017-2018,0.714902808
San Antonio Spurs,8406000,Rudy Gay, SF,2017-2018,0.712742981
Sacramento Kings,8393000,Kosta Koufos, C,2017-2018,0.710583153
Philadelphia 76ers,8339880,Markelle Fultz, PG,2017-2018,0.708423326
Sacramento Kings,8000000,Garrett Temple, SG,2017-2018,0.706263499
Minnesota Timberwolves,8000000,Kevin Garnett, PF,2017-2018,0.704103672
Los Angeles Lakers,8000000,Yi Jianlian, SF,2017-2018,0.701943844
Sacramento Kings,8000000,Vince Carter, SF,2017-2018,0.699784017
Indiana Pacers,7945000,Cory Joseph, PG,2017-2018,0.69762419
Toronto Raptors,7936509,CJ Miles, SF,2017-2018,0.695464363
Golden State Warriors,7692308,Shaun Livingston, PG,2017-2018,0.693304536
Houston Rockets,7590035,PJ Tucker, SF,2017-2018,0.691144708
Oklahoma City Thunder,7579366,Corey Brewer, F,2017-2018,0.688984881
Minnesota Timberwolves,7574323,Andrew Wiggins, SF,2017-2018,0.686825054
Cleveland Cavaliers,7560000,Kyle Korver, SG,2017-2018,0.684665227
Utah Jazz,7500000,Boris Diaw, C,2017-2018,0.6825054
Charlotte Hornets,7488372,Jeremy Lamb, SG,2017-2018,0.680345572
Denver Nuggets,7464912,Darrell Arthur, F,2017-2018,0.678185745
Houston Rockets,7420912,Trevor Ariza, SF,2017-2018,0.676025918
Los Angeles Lakers,7420912,Channing Frye, F,2017-2018,0.673866091
Portland Trail Blazers,7400000,Festus Ezeli, C,2017-2018,0.671706263
Portland Trail Blazers,7319035,Al-Farouq Aminu, PF,2017-2018,0.669546436
Minnesota Timberwolves,7300000,Cole Aldrich, C,2017-2018,0.667386609
Orlando Magic,7250000,D.J. Augustin, PG,2017-2018,0.665226782
Atlanta Hawks,7200000,Dewayne Dedmon, C,2017-2018,0.663066955
New York Knicks,7119650,Lance Thomas, SF,2017-2018,0.660907127
Brooklyn Nets,7019698,D'Angelo Russell, PG,2017-2018,0.6587473
LA Clippers,7000000,Boban Marjanovic, C,2017-2018,0.656587473
LA Clippers,7000000,Lou Williams, SG,2017-2018,0.654427646
Detroit Pistons,7000000,Langston Galloway, SG,2017-2018,0.652267819
Utah Jazz,6796117,Jae Crowder, PF,2017-2018,0.650107991
Philadelphia 76ers,6500000,Carl Landry, PF,2017-2018,0.647948164
Philadelphia 76ers,6434520,Ben Simmons, PG,2017-2018,0.645788337
San Antonio Spurs,6393750,Tim Duncan, C,2017-2018,0.64362851
Portland Trail Blazers,6362998,Andrew Nicholson, PF,2017-2018,0.641468683
Portland Trail Blazers,6352531,Ed Davis, PF,2017-2018,0.639308855
Los Angeles Lakers,6286560,Lonzo Ball, PG,2017-2018,0.637149028
Los Angeles Lakers,6261395,Isaiah Thomas, PG,2017-2018,0.634989201
Minnesota Timberwolves,6216840,Karl-Anthony Towns, C,2017-2018,0.632829374
Milwaukee Bucks,6061175,Spencer Hawes, PF,2017-2018,0.630669546
Dallas Mavericks,6021175,Josh McRoberts, PF,2017-2018,0.628509719
Orlando Magic,6000000,Shelvin Mack, PG,2017-2018,0.626349892
Orlando Magic,6000000,Jonathon Simmons, SF,2017-2018,0.624190065
Phoenix Suns,6000000,Alan Williams, PF,2017-2018,0.622030238
Detroit Pistons,6000000,Ish Smith, PG,2017-2018,0.61987041
LA Clippers,5882260,Wesley Johnson, SF,2017-2018,0.617710583
Oklahoma City Thunder,5725000,Alex Abrines, SG,2017-2018,0.615550756
New York Knicks,5697054,Kristaps Porzingis, PF,2017-2018,0.613390929
Boston Celtics,5645400,Jayson Tatum, SF,2017-2018,0.611231102
Phoenix Suns,5628000,Jared Sullinger, C,2017-2018,0.609071274
Los Angeles Lakers,5519400,Brandon Ingram, SF,2017-2018,0.606911447
LA Clippers,5513514,Patrick Beverley, PG,2017-2018,0.60475162
Utah Jazz,5500000,Thabo Sefolosha, SF,2017-2018,0.602591793
Shanghai Sharks,5500000,Luis Scola, F,2017-2018,0.600431965
Washington Wizards,5450000,Jason Smith, PF,2017-2018,0.598272138
Memphis Grizzlies,5200000,Ben McLemore, SG,2017-2018,0.596112311
Oklahoma City Thunder,5192000,Patrick Patterson, PF,2017-2018,0.593952484
Golden State Warriors,5192000,Nick Young, G,2017-2018,0.591792657
Phoenix Suns,5090040,Josh Jackson, SF,2017-2018,0.589632829
Orlando Magic,5000000,C.J. Watson, PG,2017-2018,0.587473002
Atlanta Hawks,5000000,Mike Muscala, PF,2017-2018,0.585313175
Boston Celtics,5000000,Marcus Morris, PF,2017-2018,0.583153348
Utah Jazz,4992385,Dante Exum, PG,2017-2018,0.580993521
Orlando Magic,4969080,Jonathan Isaac, PF,2017-2018,0.578833693
LA Clippers,4961798,Alexis Ajinca, C,2017-2018,0.576673866
Boston Celtics,4956480,Jaylen Brown, SG,2017-2018,0.574514039
Atlanta Hawks,4837500,Mike Dunleavy, SG,2017-2018,0.572354212
Oklahoma City Thunder,4666500,Kyle Singler, F,2017-2018,0.570194384
Sacramento Kings,4609200,De'Aaron Fox, PG,2017-2018,0.568034557
New York Knicks,4544000,Ron Baker, SG,2017-2018,0.56587473
Chicago Bulls,4536120,Lauri Markkanen, PF,2017-2018,0.563714903
Phoenix Suns,4468800,Dragan Bender, PF,2017-2018,0.561555076
Denver Nuggets,4402546,Devin Harris, PG,2017-2018,0.559395248
Chicago Bulls,4384616,Justin Holiday, SF,2017-2018,0.557235421
Brooklyn Nets,4347826,Greivis Vasquez, PG,2017-2018,0.555075594
Minnesota Timberwolves,4328000,Jamal Crawford, SG,2017-2018,0.552915767
New York Knicks,4294480,Emmanuel Mudiay, PG,2017-2018,0.55075594
Chicago Bulls,4221000,Kris Dunn, PG,2017-2018,0.548596112
Dallas Mavericks,4187599,Nerlens Noel, PF,2017-2018,0.546436285
Phoenix Suns,4187599,Alex Len, C,2017-2018,0.544276458
New York Knicks,4155720,Frank Ntilikina, PG,2017-2018,0.542116631
Los Angeles Lakers,4149242,Julius Randle, PF,2017-2018,0.539956803
Minnesota Timberwolves,4000000,Jordan Hill, C,2017-2018,0.537796976
Flamengo Flamengo,4000000,Leandro Barbosa, G,2017-2018,0.535637149
Utah Jazz,4000000,Jonas Jerebko, PF,2017-2018,0.533477322
Minnesota Timberwolves,3949999,Nemanja Bjelica, PF,2017-2018,0.531317495
Detroit Pistons,3940402,Stanley Johnson, SF,2017-2018,0.529157667
Dallas Mavericks,3903900,J.J. Barea, PG,2017-2018,0.52699784
Chicago Bulls,3853931,Quincy Pondexter, SF,2017-2018,0.524838013
Sacramento Kings,3704160,Willie Cauley-Stein, C,2017-2018,0.522678186
Sacramento Kings,3675480,Buddy Hield, SG,2017-2018,0.520518359
Charlotte Hornets,3627842,Frank Kaminsky, PF,2017-2018,0.518358531
Washington Wizards,3547000,Drew Gooden, PF,2017-2018,0.516198704
Denver Nuggets,3533333,Will Barton, SG,2017-2018,0.514038877
LA Clippers,3527920,Paul Pierce, SF,2017-2018,0.51187905
Denver Nuggets,3500000,Mike Miller, SG,2017-2018,0.509719222
Houston Rockets,3477600,Nene Hilario, C,2017-2018,0.507559395
Golden State Warriors,3477600,Zaza Pachulia, C,2017-2018,0.505399568
Washington Wizards,3454500,Jodie Meeks, SG,2017-2018,0.503239741
Miami Heat,3448926,Justise Winslow, SF,2017-2018,0.501079914
Charlotte Hornets,3447480,Malik Monk, SG,2017-2018,0.498920086
Indiana Pacers,3410284,Myles Turner, C,2017-2018,0.496760259
Phoenix Suns,3408520,Troy Daniels, SG,2017-2018,0.494600432
Denver Nuggets,3355320,Jamal Murray, PG,2017-2018,0.492440605
Phoenix Suns,3332340,Elfrid Payton, PG,2017-2018,0.490280778
New Orleans Pelicans,3300000,Rajon Rondo, PG,2017-2018,0.48812095
New York Knicks,3294994,Doug McDermott, SF,2017-2018,0.485961123
Detroit Pistons,3290000,Anthony Tolliver, PF,2017-2018,0.483801296
Memphis Grizzlies,3290000,Tyreke Evans, SG,2017-2018,0.481641469
Houston Rockets,3290000,Tarik Black, C,2017-2018,0.479481641
Detroit Pistons,3275280,Luke Kennard, SG,2017-2018,0.477321814
Chicago Bulls,3263294,Cameron Payne, PG,2017-2018,0.475161987
Dallas Mavericks,3218280,Dennis Smith Jr., PG,2017-2018,0.47300216
Washington Wizards,3208630,Kelly Oubre Jr., SF,2017-2018,0.470842333
Utah Jazz,3200000,Ekpe Udoh, C,2017-2018,0.468682505
Phoenix Suns,3152931,TJ Warren, SF,2017-2018,0.466522678
Phoenix Suns,3073800,Marquese Chriss, PF,2017-2018,0.464362851
Portland Trail Blazers,3057240,Zach Collins, PF,2017-2018,0.462203024
Portland Trail Blazers,3028410,Seth Curry, SG,2017-2018,0.460043197
New York Knicks,3025035,Mindaugas Kuzminskas, F,2017-2018,0.457883369
Beijing Ducks,3000000,Justin Hamilton, C,2017-2018,0.455723542
Washington Wizards,3000000,Tomas Satoransky, SG,2017-2018,0.453563715
Philadelphia 76ers,3000000,Tibor Pleiss, C,2017-2018,0.451403888
Miami Heat,2955840,Bam Adebayo, C,2017-2018,0.44924406
Toronto Raptors,2947320,Jakob Poeltl, C,2017-2018,0.447084233
Portland Trail Blazers,2947305,Jusuf Nurkic, C,2017-2018,0.444924406
Milwaukee Bucks,2799720,Thon Maker, PF,2017-2018,0.442764579
Cleveland Cavaliers,2775000,Cedi Osman, SF,2017-2018,0.440604752
Indiana Pacers,2659800,Domantas Sabonis, PF,2017-2018,0.438444924
Chicago Bulls,2639314,Jerian Grant, PG,2017-2018,0.436285097
Utah Jazz,2621280,Donovan Mitchell, SG,2017-2018,0.43412527
Denver Nuggets,2550055,Gary Harris, SG,2017-2018,0.431965443
Toronto Raptors,2536898,Delon Wright, PG,2017-2018,0.429805616
Milwaukee Bucks,2534280,D.J. Wilson, PF,2017-2018,0.427645788
Philadelphia 76ers,2526840,Dario Saric, PF,2017-2018,0.425485961
Atlanta Hawks,2526840,Taurean Prince, SF,2017-2018,0.423326134
Philadelphia 76ers,2516048,Justin Anderson, SG,2017-2018,0.421166307
San Antonio Spurs,2500000,Manu Ginobili, G,2017-2018,0.419006479
Detroit Pistons,2500000,Reggie Bullock, SG,2017-2018,0.416846652
Chicago Bulls,2494346,Bobby Portis, PF,2017-2018,0.414686825
Brooklyn Nets,2470357,Rondae Hollis-Jefferson, SF,2017-2018,0.412526998
Toronto Raptors,2451225,Bruno Caboclo, F,2017-2018,0.410367171
Cleveland Cavaliers,2445085,Kendrick Perkins, C,2017-2018,0.408207343
Denver Nuggets,2441400,Trey Lyles, PF,2017-2018,0.406047516
Indiana Pacers,2407560,T.J. Leaf, PF,2017-2018,0.403887689
Sacramento Kings,2365560,Justin Jackson, SF,2017-2018,0.401727862
Portland Trail Blazers,2361360,Shabazz Napier, PG,2017-2018,0.399568035
Houston Rockets,2334528,Clint Capela, C,2017-2018,0.397408207
Phoenix Suns,2319360,Devin Booker, SG,2017-2018,0.39524838
Atlanta Hawks,2299080,John Collins, PF,2017-2018,0.393088553
Chicago Bulls,2280600,Denzel Valentine, SG,2017-2018,0.390928726
Los Angeles Lakers,2272391,Larry Nance Jr., PF,2017-2018,0.388768898
Minnesota Timberwolves,2247480,Justin Patton, C,2017-2018,0.386609071
Boston Celtics,2247480,Guerschon Yabusele, PF,2017-2018,0.384449244
Milwaukee Bucks,2222803,Brandon Jennings, G,2017-2018,0.382289417
Denver Nuggets,2194500,Mo Williams, PG,2017-2018,0.38012959
San Antonio Spurs,2151704,Kyle Anderson, SF,2017-2018,0.377969762
New Orleans Pelicans,2100000,Darius Miller, SF,2017-2018,0.375809935
Denver Nuggets,2076840,Juan Hernangomez, PF,2017-2018,0.373650108
Brooklyn Nets,2054856,Sean Kilpatrick, G,2017-2018,0.371490281
Milwaukee Bucks,2048257,Kendall Marshall, PG,2017-2018,0.369330454
Toronto Raptors,2034120,OG Anunoby, SF,2017-2018,0.367170626
Brooklyn Nets,2034120,Jarrett Allen, C,2017-2018,0.365010799
Boston Celtics,1988520,Terry Rozier, PG,2017-2018,0.362850972
Indiana Pacers,1974159,Kevin Seraphin, C,2017-2018,0.360691145
Cleveland Cavaliers,1952760,Ante Zizic, C,2017-2018,0.358531317
Brooklyn Nets,1933941,Tyler Zeller, C,2017-2018,0.35637149
Orlando Magic,1889040,Rashad Vaughn, G,2017-2018,0.354211663
Sacramento Kings,1859400,Harry Giles, PF,2017-2018,0.352051836
Detroit Pistons,1857480,Henry Ellenson, PF,2017-2018,0.349892009
Detroit Pistons,1826300,Eric Moreland, C,2017-2018,0.347732181
LA Clippers,1794600,Sam Dekker, SF,2017-2018,0.345572354
Oklahoma City Thunder,1785000,Terrance Ferguson, SG,2017-2018,0.343412527
Philadelphia 76ers,1740000,Furkan Korkmaz, SG,2017-2018,0.3412527
Brooklyn Nets,1702800,Caris LeVert, SG,2017-2018,0.339092873
Denver Nuggets,1700640,Malik Beasley, SG,2017-2018,0.336933045
Brooklyn Nets,1656092,Spencer Dinwiddie, PG,2017-2018,0.334773218
Charlotte Hornets,1656092,Julyan Stone, G,2017-2018,0.332613391
Atlanta Hawks,1634640,DeAndre' Bembry, SF,2017-2018,0.330453564
Philadelphia 76ers,1600520,Richaun Holmes, PF,2017-2018,0.328293737
Detroit Pistons,1600520,Dwight Buycks, G,2017-2018,0.326133909
Denver Nuggets,1579440,Tyler Lydon, PF,2017-2018,0.323974082
Atlanta Hawks,1577230,Ryan Kelly, PF,2017-2018,0.321814255
Portland Trail Blazers,1577230,Archie Goodwin, SG,2017-2018,0.319654428
Dallas Mavericks,1577230,Jeff Withey, C,2017-2018,0.3174946
Toronto Raptors,1569360,Malachi Richardson, SG,2017-2018,0.315334773
Sacramento Kings,1551659,Caron Butler, SF,2017-2018,0.313174946
Toronto Raptors,1544951,Pascal Siakam, PF,2017-2018,0.311015119
Charlotte Hornets,1544951,Willy Hernangomez, C,2017-2018,0.308855292
Miami Heat,1544951,Okaro White, F,2017-2018,0.306695464
Milwaukee Bucks,1544951,Malcolm Brogdon, PG,2017-2018,0.304535637
New York Knicks,1544951,Troy Williams, SF,2017-2018,0.30237581
Atlanta Hawks,1544951,Isaiah Taylor, G,2017-2018,0.300215983
Oklahoma City Thunder,1526040,Mitch McGary, PF,2017-2018,0.298056156
San Antonio Spurs,1524305,Joffrey Lauvergne, F,2017-2018,0.295896328
Oklahoma City Thunder,1524305,Jerami Grant, SF,2017-2018,0.293736501
Charlotte Hornets,1524305,Johnny O'Bryant III, PF,2017-2018,0.291576674
Los Angeles Lakers,1524305,Tyler Ennis, G,2017-2018,0.289416847
Houston Rockets,1500000,Marcelo Huertas, PG,2017-2018,0.287257019
Golden State Warriors,1471382,Omri Casspi, SF,2017-2018,0.285097192
Memphis Grizzlies,1471382,Mario Chalmers, G,2017-2018,0.282937365
Oklahoma City Thunder,1471382,KJ McDaniels, F,2017-2018,0.280777538
Oklahoma City Thunder,1471382,Raymond Felton, PG,2017-2018,0.278617711
Portland Trail Blazers,1471382,Pat Connaughton, SG,2017-2018,0.276457883
Utah Jazz,1471382,Raul Neto, PG,2017-2018,0.274298056
